Name,Phone,Address,Opening Hours,Type,Rating,Has Deliveries,Has Table Reservation,Has Menu,Has Sending A Massage,Facebook Url,Instagram Url,Home Page Url,Positive Reviews Count,Negative Reviews Count,Expert Reviews Count,Number Of Visits In Last Month,Number Of Reviews,Number Of Top 3,Has Discounts And Benefits,Postal Code
Pizza first,03-9522890,"Sderot Zalman Shneur 16, Rishon Lezion","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
 closed
Saturday
  20: 15-24: 00",Pizzeria,7.0,True,False,True,False,https://www.facebook.com/1604834926432028,https://www.instagram.com,http://pizzarishonim.co.il,13,0,0.0,576,166,6,False,7560807
Pizza USA,03-9669447,"Bernstein 3, Rishon Lezion","Sunday
  08: 00-23: 00
Monday
  08: 00-23: 00
Tuesday
  08: 00-23: 00
Wednesday
  08: 00-23: 00
Thursday
  08: 00-23: 00
Friday
  09: 00-14: 00
Saturday
  20: 15-23: 00",Pizzeria,7.2,False,False,True,True,https://www.facebook.com/162260303829603,https://www.instagram.com,http://pizzausa.co.il,21,7,0.0,506,656,4,False,7550303
Hummus Eliyahu,03-9615677,"Azrieli Mall Rishonim, Rishon Lezion","Sunday
  10: 30-21: 00
Monday
  10: 30-21: 00
Tuesday
  10: 30-21: 00
Wednesday
  10: 30-21: 00
Thursday
  10: 30-21: 00
Friday
  09: 30-14: 00
Saturday
 closed",A network of chickpeas,7.1,False,False,True,False,https://www.facebook.com/326910581073910,https://www.instagram.com,http://humus-eli-yahoo.com,15,3,0.0,287,476,6,False,6070631
Pizza Pepe,03-7443939,"Arieh Ben Eliezer 31, Rishon Lezion","Sunday
  11: 30-22: 30
Monday
  11: 30-22: 30
Tuesday
  11: 30-22: 30
Wednesday
  11: 30-22: 30
Thursday
  11: 30-22: 30
Friday
 closed
Saturday
 closed",Pizzeria,8.0,True,False,True,True,https://www.facebook.com/1093375407424863,https://www.instagram.com,http://pizza-papa.zapages.co.il,0,0,0.0,38,14,0,False,7522936
The falafel of Ramla,052-5407730,"Rothschild 47, Rishon Lezion","Sunday
  09: 30-20: 00
Monday
  09: 30-20: 00
Tuesday
  09: 30-20: 00
Wednesday
  09: 30-20: 00
Thursday
  09: 30-20: 00
Friday
  09: 30-14: 15
Saturday
 closed",Fast food restaurant,9.0,True,False,True,True,https://www.facebook.com/falafel.r.rishon,https://www.instagram.com/Falafel_ramla.rishon/,http://falafel_ramla.rishon,10,0,0.0,206,108,5,True,7526644
Jaja,077-9386330,"Rothschild 86, Rishon Lezion","Sunday
  11: 45-24: 00
Monday
  11: 45-24: 00
Tuesday
  11: 45-24: 00
Wednesday
  11: 45-24: 00
Thursday
  11: 45-24: 00
Friday
  12: 00-22: 00
Saturday
  12: 00-24: 00",Restaurant bar,8.6,False,True,True,True,https://www.facebook.com/766029270080872,https://www.instagram.com/Jaja_bar_rlz/,http://jaja.co.il,17,5,0.0,2134,1266,6,False,7522315
Wakma Restaurant,0795555471,"Rothschild 45, Rishon Lezion (G Rothschild)","Sunday
  12: 00-22: 45
Monday
  12: 00-22: 45
Tuesday
  12: 00-22: 45
Wednesday
  12: 00-22: 45
Thursday
  12: 00-22: 45
Friday
  11: 30-15: 30
Saturday
  19: 00-23: 00",Asian restaurant,7.7,False,False,True,True,https://www.facebook.com/wakamefood,https://www.instagram.com/wakamefood/,http://www.wakame.co.il,31,9,0.0,614,860,8,False,7526642
Sorrento,03-6543207,"Braszewski 8, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 30
Friday
 closed
Saturday
  18: 30-23: 00",Italian restaurant,8.2,True,True,True,True,https://www.facebook.com/671282829625993,https://www.instagram.com,http://sorento.rest.co.il,23,9,0.0,2104,1906,8,False,7536375
King Solomon's skewers,050-9504727,"Rabbi Uziel 34, Beer Yaakov","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
 closed
Saturday
 closed",Grill bar,8.7,True,False,False,True,https://www.facebook.com/111927476850722,https://www.instagram.com,https://www.google.com,16,2,0.0,390,30,5,False,70300
Pizza Fargo,08-9401292,"Weizmann 24, Ness Ziona","Sunday
  10: 30-23: 15
Monday
  10: 30-23: 15
Tuesday
  10: 30-23: 15
Wednesday
  10: 30-23: 15
Thursday
  10: 30-23: 15
Friday
  10: 15-14: 45
Saturday
  20: 15-23: 15",Pizza chain,8.5,False,False,True,True,https://www.facebook.com/161226910562697,https://www.instagram.com,http://prego.co.il,16,2,0.0,490,227,10,False,7408004
The white stork,03-9508021,"Tulipman 7, Rishon Lezion","Sunday
 closed
Monday
  12: 00-20: 00
Tuesday
  12: 00-20: 00
Wednesday
  12: 00-20: 00
Thursday
  12: 00-20: 00
Friday
  12: 00-01: 00
Saturday
  12: 00-20: 00",European restaurant,8.0,True,False,True,False,https://www.facebook.com/740773782633831,https://www.instagram.com,http://youtu.be,0,0,0.0,177,549,0,False,6070631
Shawarma Herzl 2,03-5223827,"Moshe Levy 7, Rishon Lezion","Sunday
  11: 00-24: 00
Monday
  11: 00-24: 00
Tuesday
  11: 00-24: 00
Wednesday
  11: 00-24: 00
Thursday
  11: 00-24: 00
Friday
 closed
Saturday
  21: 15-24: 00",Shawarma net,9.3,False,False,False,False,https://www.facebook.com/192361270780833,https://www.instagram.com,http://herzl2.co.il,60,5,0.0,2281,833,31,False,7565821
Vineyards Grill Bar,03-9508885,"Winery 12, Rishon Lezion","Sunday
  10: 00-19: 00
Monday
  10: 00-19: 00
Tuesday
  10: 00-19: 00
Wednesday
  10: 00-19: 00
Thursday
  10: 00-19: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,6.8,True,False,False,False,https://www.facebook.com,https://www.instagram.com,https://www.google.com,0,0,0.0,116,121,0,False,7549718
The square skewers are kosher,03-9464949,"Sderot Yaakov 2, Rishon Lezion","Sunday
  11: 00-20: 00
Monday
  11: 00-20: 00
Tuesday
  11: 00-20: 00
Wednesday
  11: 00-20: 00
Thursday
  11: 00-20: 00
Friday
 closed
Saturday
 closed",Grill bar,8.0,False,False,False,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,10,2,0.0,944,697,3,False,7550501
Global schnitzel,03-9090663,"King Solomon 2, Rishon Lezion","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,7.9,False,False,True,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,3,2,0.0,140,166,0,False,7560302
The grocery store,03-5272395,"The army, planted","Sunday
  06: 00-17: 00
Monday
  06: 00-19: 00
Tuesday
  06: 00-19: 00
Wednesday
  06: 00-19: 00
Thursday
  06: 00-19: 00
Friday
  06: 00-14: 00
Saturday
 closed",sandwich bar,7.0,True,False,False,True,https://www.facebook.com/2385137635091834,https://www.instagram.com,https://www.google.com,12,2,0.0,279,20,0,False,6070631
Pokey Bar,03-9635933,"Eliezer Mazal 13, Rishon Lezion","Sunday
  10: 00-22: 00
Monday
  10: 00-22: 00
Tuesday
  10: 00-22: 00
Wednesday
  10: 00-22: 00
Thursday
  10: 00-22: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,6.5,False,False,True,True,https://www.facebook.com/740979502908028,https://www.instagram.com,http://poke-bar.co.il,11,0,0.0,312,2914,0,False,7565327
New Bucket,077-9386338,"Golda Meir 1, Rishon Lezion","Sunday
  11: 00-22: 30
Monday
  11: 00-22: 30
Tuesday
  11: 00-22: 30
Wednesday
  11: 00-22: 30
Thursday
  11: 00-22: 30
Friday
 closed
Saturday
 closed",Sandwich Bar chain,7.7,True,False,True,False,https://www.facebook.com/1523329484554652,https://www.instagram.com,http://new-deli.co.il,0,0,0.0,240,267,0,False,7572001
Giraffe Noodle Bar,03-9592400,"Cinema City Rishon LeZion, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
  12: 00-23: 00
Saturday
  12: 00-23: 00",A chain of Asian restaurants,8.1,False,True,True,False,https://www.facebook.com/174669469923070,https://www.instagram.com,http://giraffe.co.il,46,10,1.0,1171,1,15,False,7532504
The heart of the baguette,03-9691376,"Rothschild 28, Rishon Lezion","Sunday
  09: 30-21: 00
Monday
  09: 30-21: 00
Tuesday
  09: 30-21: 00
Wednesday
  09: 00-23: 00
Thursday
  09: 30-21: 00
Friday
  09: 30-14: 00
Saturday
 closed",Fast food restaurant,8.2,False,False,True,False,https://www.facebook.com/782034958563973,https://www.instagram.com,http://levhabaget.co.il,9,0,0.0,172,73,0,True,7526715
The hot baguette,03-9664422,"Sderot Begin 4, Rishon Lezion","Sunday
  10: 00-20: 00
Monday
  10: 00-20: 00
Tuesday
  10: 00-20: 00
Wednesday
  10: 00-20: 00
Thursday
  10: 00-20: 00
Friday
  10: 30-18: 45
Saturday
 closed",Fast food restaurant,8.7,False,False,True,True,https://www.facebook.com/THE.HOT.BAGUETTE,https://www.instagram.com/Habaget_halohet/,http://habagethalohet.co.il,32,3,0.0,501,256,13,False,7521450
Noa's sushi,052-3234005,"Hanhalieli 13, Rishon Lezion","Sunday
 closed
Monday
  16: 00-21: 00
Tuesday
  16: 00-21: 00
Wednesday
  16: 00-21: 00
Thursday
  16: 00-21: 00
Friday
 closed
Saturday
 closed",Sushi,9.0,True,False,False,True,https://www.facebook.com/noasushiivent1,https://www.instagram.com,http://noashariv.co.il,0,0,0.0,246,101,0,False,7555026
The Canaanite,08-9400352,"Citrus 13, Ness Ziona","Sunday
  11: 00-15: 00
Monday
  11: 00-15: 00
Tuesday
  11: 00-15: 00
Wednesday
  11: 00-15: 00
Thursday
  11: 00-15: 00
Friday
  10: 00-15: 00
Saturday
 closed",Hummus,7.8,True,False,True,True,https://www.facebook.com/104401181099220,https://www.instagram.com/Ha.cnaani/,http://hummus.hacnaani.com,7,2,0.0,530,551,5,False,7403602
Ruth,08-9281141,"Ilan Ramon 4, Ness Ziona","Sunday
  17: 00-23: 00
Monday
  17: 00-23: 00
Tuesday
  17: 00-23: 00
Wednesday
  17: 00-23: 00
Thursday
  17: 00-23: 00
Friday
 closed
Saturday
 closed",A place to eat,7.6,True,False,True,False,https://www.facebook.com/119491718427531,https://www.instagram.com,http://ruth.rest.co.il,20,3,0.0,840,1649,0,True,6070631
Pita Besta,03-7502277,"Rothschild 71, Rishon Lezion","Sunday
  10: 45-until last customer
Monday
  10: 45-until last customer
Tuesday
  10: 45-until last customer
Wednesday
  10: 45-until last customer
Thursday
  10: 45-until last customer
Friday
  11: 00-15: 15
Saturday
  18:30-until last customer",Fast food chain,6.9,False,False,True,True,https://www.facebook.com/pitabasta,https://www.instagram.com/pitabasta_rlz/,http://pitabasta.com,6,1,0.0,373,445,0,False,7520270
Pizza first,03-9522890,"Sderot Zalman Shneur 16, Rishon Lezion","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
 closed
Saturday
  20: 15-24: 00",Pizzeria,7.2,True,False,True,False,https://www.facebook.com/1604834926432028,https://www.instagram.com,http://pizzarishonim.co.il,13,0,0.0,576,166,6,False,7560807
Pizza USA,03-9669447,"Bernstein 3, Rishon Lezion","Sunday
  08: 00-23: 00
Monday
  08: 00-23: 00
Tuesday
  08: 00-23: 00
Wednesday
  08: 00-23: 00
Thursday
  08: 00-23: 00
Friday
  09: 00-14: 00
Saturday
  20: 15-23: 00",Pizzeria,7.7,False,False,True,True,https://www.facebook.com/162260303829603,https://www.instagram.com,http://pizzausa.co.il,21,7,0.0,506,656,4,False,7550303
Hummus Eliyahu,03-9615677,"Azrieli Mall Rishonim, Rishon Lezion","Sunday
  10: 30-21: 00
Monday
  10: 30-21: 00
Tuesday
  10: 30-21: 00
Wednesday
  10: 30-21: 00
Thursday
  10: 30-21: 00
Friday
  09: 30-14: 00
Saturday
 closed",A network of chickpeas,8.9,True,False,True,False,https://www.facebook.com/326910581073910,https://www.instagram.com,http://humus-eli-yahoo.com,15,3,0.0,287,476,6,False,6070631
Pizza Pepe,03-7443939,"Arieh Ben Eliezer 31, Rishon Lezion","Sunday
  11: 30-22: 30
Monday
  11: 30-22: 30
Tuesday
  11: 30-22: 30
Wednesday
  11: 30-22: 30
Thursday
  11: 30-22: 30
Friday
 closed
Saturday
 closed",Pizzeria,9.1,True,False,True,True,https://www.facebook.com/1093375407424863,https://www.instagram.com,http://pizza-papa.zapages.co.il,0,0,0.0,38,14,0,False,7522936
The falafel of Ramla,052-5407730,"Rothschild 47, Rishon Lezion","Sunday
  09: 30-20: 00
Monday
  09: 30-20: 00
Tuesday
  09: 30-20: 00
Wednesday
  09: 30-20: 00
Thursday
  09: 30-20: 00
Friday
  09: 30-14: 15
Saturday
 closed",Fast food restaurant,9.5,True,False,True,True,https://www.facebook.com/falafel.r.rishon,https://www.instagram.com/Falafel_ramla.rishon/,http://falafel_ramla.rishon,10,0,0.0,206,108,5,True,7526644
Wakma Restaurant,0795555471,"Rothschild 45, Rishon Lezion (G Rothschild)","Sunday
  12: 00-22: 45
Monday
  12: 00-22: 45
Tuesday
  12: 00-22: 45
Wednesday
  12: 00-22: 45
Thursday
  12: 00-22: 45
Friday
  11: 30-15: 30
Saturday
  19: 00-23: 00",Asian restaurant,7.3,False,False,True,True,https://www.facebook.com/wakamefood,https://www.instagram.com/wakamefood/,http://www.wakame.co.il,31,9,0.0,614,860,8,False,7526642
Sorrento,03-6543207,"Braszewski 8, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 30
Friday
 closed
Saturday
  18: 30-23: 00",Italian restaurant,8.0,False,True,True,True,https://www.facebook.com/671282829625993,https://www.instagram.com,http://sorento.rest.co.il,23,9,0.0,2104,1906,8,False,7536375
King Solomon's skewers,050-9504727,"Rabbi Uziel 34, Beer Yaakov","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
 closed
Saturday
 closed",Grill bar,9.0,False,False,False,True,https://www.facebook.com/111927476850722,https://www.instagram.com,https://www.google.com,16,2,0.0,390,30,5,False,70300
Pizza Fargo,08-9401292,"Weizmann 24, Ness Ziona","Sunday
  10: 30-23: 15
Monday
  10: 30-23: 15
Tuesday
  10: 30-23: 15
Wednesday
  10: 30-23: 15
Thursday
  10: 30-23: 15
Friday
  10: 15-14: 45
Saturday
  20: 15-23: 15",Pizza chain,9.5,False,False,True,True,https://www.facebook.com/161226910562697,https://www.instagram.com,http://prego.co.il,16,2,0.0,490,227,10,False,7408004
The white stork,03-9508021,"Tulipman 7, Rishon Lezion","Sunday
 closed
Monday
  12: 00-20: 00
Tuesday
  12: 00-20: 00
Wednesday
  12: 00-20: 00
Thursday
  12: 00-20: 00
Friday
  12: 00-01: 00
Saturday
  12: 00-20: 00",European restaurant,6.5,False,False,True,False,https://www.facebook.com/740773782633831,https://www.instagram.com,http://youtu.be,0,0,0.0,177,549,0,False,6070631
Shawarma Herzl 2,03-5223827,"Moshe Levy 7, Rishon Lezion","Sunday
  11: 00-24: 00
Monday
  11: 00-24: 00
Tuesday
  11: 00-24: 00
Wednesday
  11: 00-24: 00
Thursday
  11: 00-24: 00
Friday
 closed
Saturday
  21: 15-24: 00",Shawarma net,9.3,True,False,False,False,https://www.facebook.com/192361270780833,https://www.instagram.com,http://herzl2.co.il,60,5,0.0,2281,833,31,False,7565821
Vineyards Grill Bar,03-9508885,"Winery 12, Rishon Lezion","Sunday
  10: 00-19: 00
Monday
  10: 00-19: 00
Tuesday
  10: 00-19: 00
Wednesday
  10: 00-19: 00
Thursday
  10: 00-19: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,6.6,False,False,False,False,https://www.facebook.com,https://www.instagram.com,https://www.google.com,0,0,0.0,116,121,0,False,7549718
The square skewers are kosher,03-9464949,"Sderot Yaakov 2, Rishon Lezion","Sunday
  11: 00-20: 00
Monday
  11: 00-20: 00
Tuesday
  11: 00-20: 00
Wednesday
  11: 00-20: 00
Thursday
  11: 00-20: 00
Friday
 closed
Saturday
 closed",Grill bar,9.5,False,False,False,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,10,2,0.0,944,697,3,False,7550501
Global schnitzel,03-9090663,"King Solomon 2, Rishon Lezion","Sunday
  11: 00-22: 00
Monday
  11: 00-22: 00
Tuesday
  11: 00-22: 00
Wednesday
  11: 00-22: 00
Thursday
  11: 00-22: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,7.8,True,False,True,True,https://www.facebook.com,https://www.instagram.com,https://www.google.com,3,2,0.0,140,166,0,False,7560302
The grocery store,03-5272395,"The army, planted","Sunday
  06: 00-17: 00
Monday
  06: 00-19: 00
Tuesday
  06: 00-19: 00
Wednesday
  06: 00-19: 00
Thursday
  06: 00-19: 00
Friday
  06: 00-14: 00
Saturday
 closed",sandwich bar,6.6,False,False,False,True,https://www.facebook.com/2385137635091834,https://www.instagram.com,https://www.google.com,12,2,0.0,279,20,0,False,6070631
Pokey Bar,03-9635933,"Eliezer Mazal 13, Rishon Lezion","Sunday
  10: 00-22: 00
Monday
  10: 00-22: 00
Tuesday
  10: 00-22: 00
Wednesday
  10: 00-22: 00
Thursday
  10: 00-22: 00
Friday
 closed
Saturday
 closed",Fast food restaurant,9.8,False,False,True,True,https://www.facebook.com/740979502908028,https://www.instagram.com,http://poke-bar.co.il,11,0,0.0,312,2914,0,False,7565327
New Bucket,077-9386338,"Golda Meir 1, Rishon Lezion","Sunday
  11: 00-22: 30
Monday
  11: 00-22: 30
Tuesday
  11: 00-22: 30
Wednesday
  11: 00-22: 30
Thursday
  11: 00-22: 30
Friday
 closed
Saturday
 closed",Sandwich Bar chain,9.2,False,False,True,False,https://www.facebook.com/1523329484554652,https://www.instagram.com,http://new-deli.co.il,0,0,0.0,240,267,0,False,7572001
Giraffe Noodle Bar,03-9592400,"Cinema City Rishon LeZion, Rishon Lezion","Sunday
  12: 00-23: 00
Monday
  12: 00-23: 00
Tuesday
  12: 00-23: 00
Wednesday
  12: 00-23: 00
Thursday
  12: 00-23: 00
Friday
  12: 00-23: 00
Saturday
  12: 00-23: 00",A chain of Asian restaurants,6.6,False,True,True,False,https://www.facebook.com/174669469923070,https://www.instagram.com,http://giraffe.co.il,46,10,1.0,1171,1,15,False,7532504
The heart of the baguette,03-9691376,"Rothschild 28, Rishon Lezion","Sunday
  09: 30-21: 00
Monday
  09: 30-21: 00
Tuesday
  09: 30-21: 00
Wednesday
  09: 00-23: 00
Thursday
  09: 30-21: 00
Friday
  09: 30-14: 00
Saturday
 closed",Fast food restaurant,8.6,False,False,True,False,https://www.facebook.com/782034958563973,https://www.instagram.com,http://levhabaget.co.il,9,0,0.0,172,73,0,True,7526715
Noa's sushi,052-3234005,"Hanhalieli 13, Rishon Lezion","Sunday
 closed
Monday
  16: 00-21: 00
Tuesday
  16: 00-21: 00
Wednesday
  16: 00-21: 00
Thursday
  16: 00-21: 00
Friday
 closed
Saturday
 closed",Sushi,8.1,False,False,False,True,https://www.facebook.com/noasushiivent1,https://www.instagram.com,http://noashariv.co.il,0,0,0.0,246,101,0,False,7555026
The Canaanite,08-9400352,"Citrus 13, Ness Ziona","Sunday
  11: 00-15: 00
Monday
  11: 00-15: 00
Tuesday
  11: 00-15: 00
Wednesday
  11: 00-15: 00
Thursday
  11: 00-15: 00
Friday
  10: 00-15: 00
Saturday
 closed",Hummus,9.7,True,False,True,True,https://www.facebook.com/104401181099220,https://www.instagram.com/Ha.cnaani/,http://hummus.hacnaani.com,7,2,0.0,530,551,5,False,7403602
Ruth,08-9281141,"Ilan Ramon 4, Ness Ziona","Sunday
  17: 00-23: 00
Monday
  17: 00-23: 00
Tuesday
  17: 00-23: 00
Wednesday
  17: 00-23: 00
Thursday
  17: 00-23: 00
Friday
 closed
Saturday
 closed",A place to eat,8.3,True,False,True,False,https://www.facebook.com/119491718427531,https://www.instagram.com,http://ruth.rest.co.il,20,3,0.0,840,1649,0,True,6070631
Pita Besta,03-7502277,"Rothschild 71, Rishon Lezion","Sunday
  10: 45-until last customer
Monday
  10: 45-until last customer
Tuesday
  10: 45-until last customer
Wednesday
  10: 45-until last customer
Thursday
  10: 45-until last customer
Friday
  11: 00-15: 15
Saturday
  18:30-until last customer",Fast food chain,7.2,False,False,True,True,https://www.facebook.com/pitabasta,https://www.instagram.com/pitabasta_rlz/,http://pitabasta.com,6,1,0.0,373,445,0,False,7520270
Pizza first,03-9522890,"Sderot Zalman Shneur 16, Rishon Lezion","Sunday
  10: 00-24: 00
Monday
  10: 00-24: 00
Tuesday
  10: 00-24: 00
Wednesday
  10: 00-24: 00
Thursday
  10: 00-24: 00
Friday
 closed
Saturday
  20: 15-24: 00",Pizzeria,9.7,False,False,True,False,https://www.facebook.com/1604834926432028,https://www.instagram.com,http://pizzarishonim.co.il,13,0,0.0,576,166,6,False,7560807
Hummus Eliyahu,03-9615677,"Azrieli Mall Rishonim, Rishon Lezion","Sunday
  10: 30-21: 00
Monday
  10: 30-21: 00
Tuesday
  10: 30-21: 00
Wednesday
  10: 30-21: 00
Thursday
  10: 30-21: 00
Friday
  09: 30-14: 00
Saturday
 closed",A network of chickpeas,7.6,False,False,True,False,https://www.facebook.com/326910581073910,https://www.instagram.com,http://humus-eli-yahoo.com,15,3,0.0,287,476,6,False,6070631
Pizza Pepe,03-7443939,"Arieh Ben Eliezer 31, Rishon Lezion","Sunday
  11: 30-22: 30
Monday
  11: 30-22: 30
Tuesday
  11: 30-22: 30
Wednesday
  11: 30-22: 30
Thursday
  11: 30-22: 30
Friday
 closed
Saturday
 closed",Pizzeria,9.7,False,False,True,True,https://www.facebook.com/1093375407424863,https://www.instagram.com,http://pizza-papa.zapages.co.il,0,0,0.0,38,14,0,False,7522936
The falafel of Ramla,052-5407730,"Rothschild 47, Rishon Lezion","Sunday
  09: 30-20: 00
Monday
  09: 30-20: 00
Tuesday
  09: 30-20: 00
Wednesday
  09: 30-20: 00
Thursday
  09: 30-20: 00
Friday
  09: 30-14: 15
Saturday
 closed",Fast food restaurant,6.8,False,False,True,True,https://www.facebook.com/falafel.r.rishon,https://www.instagram.com/Falafel_ramla.rishon/,http://falafel_ramla.rishon,10,0,0.0,206,108,5,True,7526644
